variable_error,corr_pearson_con_fd,corr_spearman_con_fd
epsilon,-0.5609574752105524,-0.50151443161983
abs_epsilon,-0.577649291648822,-0.5729075265331847
relative_error,0.3590497607606465,0.31188293450766374
