n,n_error_relativo,MAE_W,RMSE_W,Bias_W,R2,Error_relativo_promedio,P_ref_promedio_W,P_NOCT_promedio_W,fd_promedio
4215,3688,11.050685946967862,15.050663394311451,-1.6048538369950238,0.9968018305520663,0.037223073352015676,365.7887013048636,364.18384746786853,0.579685579184726
