datetime_local,epsilon,fd,hour_cos,hour_sin,month_cos,month_sin,p_noct,p_ref_dc,poa,regimen_fd,relative_error,temperature,wind_speed,epsilon_hat_sin_fd,p_hybrid_sin_fd,epsilon_hat_con_fd,p_hybrid_con_fd
2021-05-28 15:00:00,-4.264537101392506,0.821519004724214,-0.7071067811865479,-0.7071067811865471,-0.4999999999999998,0.8660254037844387,177.12953710139251,172.865,204.651,alta_fd,0.0246697544407052,17.0,1.0,-5.826212,171.30332517207123,-6.320706,170.808831210737
2021-05-28 16:00:00,-4.134728782732509,1.0,-0.5000000000000004,-0.8660254037844385,-0.4999999999999998,0.8660254037844387,60.117728782732506,55.983,68.007,alta_fd,0.0738568633823215,15.9,1.0,-4.6161923,55.501536441881676,-4.4263067,55.691422058184166
2021-05-29 08:00:00,-2.305213217032499,1.0,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.8660254037844387,18.1922132170325,15.887,19.853,alta_fd,,8.0,0.5,-3.3246183,14.867594877493925,-3.7941217,14.398091474783964
2021-05-29 09:00:00,-3.843862959169989,1.0,-0.7071067811865475,0.7071067811865476,-0.4999999999999998,0.8660254037844387,58.73686295916999,54.893,64.682,alta_fd,0.0700246472076583,9.0,0.5,-4.3721366,54.364726366305,-4.217567,54.51929599215949
2021-05-29 10:00:00,-5.114246983880008,1.0,-0.8660254037844387,0.49999999999999994,-0.4999999999999998,0.8660254037844387,97.85024698388,92.736,109.156,alta_fd,0.0551484535011215,11.0,1.5,-4.8288226,93.02142437111755,-5.248187,92.60205991875549
2021-05-29 11:00:00,-6.51820655573249,1.0,-0.9659258262890682,0.258819045102521,-0.4999999999999998,0.8660254037844387,123.6292065557325,117.111,138.943,alta_fd,0.0556583630549862,12.0,1.0,-8.478368,115.15083875025154,-7.6391354,115.99007119501472
2021-05-29 12:00:00,-6.793531410119982,1.0,-1.0,1.2246467991473532e-16,-0.4999999999999998,0.8660254037844387,134.95353141011998,128.16,151.908,alta_fd,0.0530082038867039,12.0,1.5,-7.49096,127.4625712889652,-7.2333293,127.72020211400792
2021-05-29 13:00:00,-6.521925935432464,1.0,-0.9659258262890683,-0.2588190451025208,-0.4999999999999998,0.8660254037844387,129.18692593543247,122.665,145.933,alta_fd,0.0531685968730482,13.1,1.5,-7.198037,121.9888887879105,-7.060565,122.12636094062046
2021-05-29 14:00:00,-5.550860226892496,1.0,-0.8660254037844388,-0.4999999999999997,-0.4999999999999998,0.8660254037844387,107.5238602268925,101.973,121.049,alta_fd,0.0544346074636668,13.0,1.5,-5.4965086,102.02735162856486,-5.529939,101.9939210522404
2021-05-29 15:00:00,-4.186988577920005,1.0,-0.7071067811865479,-0.7071067811865471,-0.4999999999999998,0.8660254037844387,72.07298857792,67.886,80.432,alta_fd,0.0616767607153169,12.0,1.5,-3.7691097,68.30387885196785,-3.7267325,68.3462560854731
2021-05-29 16:00:00,-2.871985266719996,1.0,-0.5000000000000004,-0.8660254037844385,-0.4999999999999998,0.8660254037844387,30.73598526672,27.864,34.072,alta_fd,,11.7,1.0,-3.361543,27.37444232658023,-3.3145545,27.421430813823882
2021-05-30 08:00:00,-3.887294764812495,1.0,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.8660254037844387,39.606294764812496,35.719,42.855,alta_fd,,5.0,0.5,-3.766597,35.8396977322655,-3.8859172,35.720377578075436
2021-05-30 09:00:00,-3.544679491079989,0.7191364552097322,-0.7071067811865475,0.7071067811865476,-0.4999999999999998,0.8660254037844387,221.79767949108,218.253,248.724,alta_fd,0.0162411489925911,8.0,0.5,-5.1246376,216.67304188732024,-5.4916997,216.30597979549285
2021-05-30 10:00:00,4.782848171607554,0.4909339816566579,-0.8660254037844387,0.49999999999999994,-0.4999999999999998,0.8660254037844387,407.36815182839246,412.151,477.549,mixto,0.0116046016426201,12.1,2.1,1.0903451,408.4584969726643,2.3572383,409.72539012108655
2021-05-30 11:00:00,-17.699534313492506,0.3376605943938457,-0.9659258262890682,0.258819045102521,-0.4999999999999998,0.8660254037844387,513.3275343134925,495.628,620.161,mixto,0.0357113284832424,15.0,0.0,-18.262787,495.0647474482581,-17.719168,495.6083666041419
2021-05-30 12:00:00,-4.178834965729948,0.3278627236313982,-1.0,1.2246467991473532e-16,-0.4999999999999998,0.8660254037844387,549.57683496573,545.398,670.266,mixto,0.0076619917303142,15.7,1.0,-5.967728,543.60910682776,-4.325105,545.2517297754529
2021-05-30 13:00:00,7.236924272907458,0.3249667571822674,-0.9659258262890683,-0.2588190451025208,-0.4999999999999998,0.8660254037844387,528.5490757270925,535.786,644.321,mixto,0.0135071171566772,16.4,2.1,5.384412,533.9334875389211,7.427498,535.976573590862
2021-05-30 14:00:00,5.996542652507571,0.3781123850270041,-0.8660254037844388,-0.4999999999999997,-0.4999999999999998,0.8660254037844387,434.2724573474924,440.269,524.689,mixto,0.0136201791461755,18.0,2.1,3.4682446,437.7407019001047,8.486854,442.7593109470407
2021-05-30 15:00:00,0.6424022960075035,0.5009542891769309,-0.7071067811865479,-0.7071067811865471,-0.4999999999999998,0.8660254037844387,286.3665977039925,287.009,337.789,mixto,0.0022382653366532,18.0,1.5,-2.550427,283.81617074400106,-1.098389,285.26820867448964
2021-05-30 16:00:00,-5.560702973832505,0.7579376857617866,-0.5000000000000004,-0.8660254037844385,-0.4999999999999998,0.8660254037844387,114.06170297383252,108.501,131.213,alta_fd,0.0512502463003336,18.2,1.5,-5.2033663,108.85833669423047,-5.5296097,108.53209329365674
2021-05-30 17:00:00,-3.596671977312498,1.0,-0.25881904510252063,-0.9659258262890683,-0.4999999999999998,0.8660254037844387,9.285671977312498,5.689,10.395,alta_fd,,15.0,1.0,-4.0351586,5.250513343126707,-3.8535342,5.432137755663328
2021-05-31 08:00:00,-5.648277352479994,0.9662174681985312,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.8660254037844387,60.58027735248,54.932,66.984,alta_fd,0.1028230785786061,10.0,1.5,-3.6772156,56.90306177630813,-4.32174,56.25853720202834
2021-05-31 09:00:00,-5.427264908679973,0.8714369966844686,-0.7071067811865475,0.7071067811865476,-0.4999999999999998,0.8660254037844387,172.27926490867998,166.852,194.164,alta_fd,0.0325274189621938,11.0,0.0,-6.7523966,165.52686832512285,-7.0174537,165.26181123817827
2021-05-31 10:00:00,-5.656797507329998,0.9160001044014032,-0.8660254037844387,0.49999999999999994,-0.4999999999999998,0.8660254037844387,201.62979750733,195.973,230.026,alta_fd,0.0288651880990238,13.0,1.0,-6.147482,195.48231558899505,-6.6713514,194.95844607452972
2021-05-31 11:00:00,-8.307998412680007,0.9590581917178608,-0.9659258262890682,0.258819045102521,-0.4999999999999998,0.8660254037844387,205.70299841268,197.395,235.764,alta_fd,0.0420881907478913,14.0,0.5,-10.57261,195.13038851125177,-9.645301,196.05769754750665
2021-05-31 12:00:00,-6.629115093119992,0.981014154141176,-1.0,1.2246467991473532e-16,-0.4999999999999998,0.8660254037844387,178.84111509311998,172.212,205.008,alta_fd,0.0384939208250295,15.0,2.1,-6.755644,172.0854712485155,-6.8425727,171.99854240406358
2021-05-31 13:00:00,-6.429531902079987,1.0,-0.9659258262890683,-0.2588190451025208,-0.4999999999999998,0.8660254037844387,126.45953190208,120.03,144.976,alta_fd,0.0535660410070814,16.9,1.5,-7.741045,118.71848690391106,-7.1657743,119.29375755668205
2021-05-31 14:00:00,-5.492783721479995,1.0,-0.8660254037844388,-0.4999999999999997,-0.4999999999999998,0.8660254037844387,105.02678372148,99.534,120.084,alta_fd,0.0551849993115919,17.0,1.5,-6.075679,98.95110489610158,-5.716171,99.31061293366872
2021-05-31 15:00:00,-4.259161955032496,1.0,-0.7071067811865479,-0.7071067811865471,-0.4999999999999998,0.8660254037844387,69.9741619550325,65.715,79.453,alta_fd,0.0648126296132161,16.5,1.0,-4.8074527,65.16670927635208,-4.501446,65.47271618476883
2021-05-31 16:00:00,-2.877326268632501,1.0,-0.5000000000000004,-0.8660254037844385,-0.4999999999999998,0.8660254037844387,29.3933262686325,26.516,33.123,alta_fd,,16.0,0.5,-4.4883184,24.90500782533416,-4.852833,24.540493474443046
2021-06-01 08:00:00,-7.415425644832496,0.9363183043109924,-0.4999999999999998,0.8660254037844387,-0.8660254037844387,0.49999999999999994,79.1534256448325,71.738,85.787,alta_fd,0.1033681681233446,4.1,0.5,-5.9844236,73.16900200744236,-6.2955036,72.85792202849949
2021-06-01 09:00:00,-4.616274709232528,0.5782464258447787,-0.7071067811865475,0.7071067811865476,-0.8660254037844387,0.49999999999999994,272.3472747092325,267.731,306.357,mixto,0.0172422121802575,7.0,0.0,-5.0481873,267.29908745337315,-5.8222456,266.52502911139317
2021-06-01 10:00:00,-2.2763747556924727,0.5858837302919787,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.49999999999999994,347.29337475569247,345.017,402.169,mixto,0.0065978625855899,11.4,1.0,-2.7044802,344.58889458448886,-3.575224,343.718150832963
2021-06-01 11:00:00,-8.394875534879958,0.8506039297183857,-0.9659258262890682,0.258819045102521,-0.8660254037844387,0.49999999999999994,261.96287553488,253.568,302.744,alta_fd,0.0331069990490912,14.0,0.5,-9.11954,252.84333532034145,-9.215468,252.74740712820278
2021-06-01 12:00:00,-9.826427543679984,0.902660042960742,-1.0,1.2246467991473532e-16,-0.8660254037844387,0.49999999999999994,277.01242754368,267.186,327.664,alta_fd,0.0367774791481589,19.0,0.5,-9.88802,267.12440798191244,-9.739687,267.27274057773764
2021-06-01 13:00:00,-9.238350527880016,0.8994515709448829,-0.9659258262890683,-0.2588190451025208,-0.8660254037844387,0.49999999999999994,265.50735052788,256.269,314.956,alta_fd,0.0360494266878944,20.1,0.5,-9.377679,256.12967165672524,-9.53749,255.96986063682778
