datetime_local,year,month,day,hour,ghi,dhi,dni,fd,regimen_fd,poa,dc,ac,temperature,tcell_pvwatts,wind_speed,albedo
2021-01-01 00:00:00,2021,1,1,0,0.0,0.0,0.0,,,0.0,0.0,0.0,16.7,16.7,1.5,0.15
2021-01-01 01:00:00,2021,1,1,1,0.0,0.0,0.0,,,0.0,0.0,0.0,15.1,15.1,0.0,0.15
2021-01-01 02:00:00,2021,1,1,2,0.0,0.0,0.0,,,0.0,0.0,0.0,13.8,13.8,0.0,0.15
2021-01-01 03:00:00,2021,1,1,3,0.0,0.0,0.0,,,0.0,0.0,0.0,12.7,12.7,0.0,0.15
2021-01-01 04:00:00,2021,1,1,4,0.0,0.0,0.0,,,0.0,0.0,0.0,11.7,11.7,0.0,0.15
2021-01-01 05:00:00,2021,1,1,5,3.0,3.0,0.0,,,2.91,1.532,0.0,10.6,10.724,0.0,0.15
2021-01-01 06:00:00,2021,1,1,6,63.59005520424237,61.0,44.0,0.9592694927544335,alta_fd,54.999,43.888,38.369,13.0,15.584,0.0,0.15
2021-01-01 07:00:00,2021,1,1,7,235.015318548748,155.0,309.0,0.6595314763188475,mixto,223.719,176.785,166.558,18.0,26.949,0.5,0.15
2021-01-01 08:00:00,2021,1,1,8,448.61571984236025,175.0,600.0,0.3900888717441589,mixto,460.899,370.449,353.359,21.0,39.69,0.5,0.15
2021-01-01 09:00:00,2021,1,1,9,670.323154854163,189.0,756.0,0.28195356020652346,baja_fd,706.088,546.926,523.582,24.0,48.979,1.0,0.15
2021-01-01 10:00:00,2021,1,1,10,859.8498043694483,173.0,871.0,0.2011979291277105,baja_fd,907.011,703.069,674.193,26.2,47.098,3.1,0.15
2021-01-01 11:00:00,2021,1,1,11,1000.8426726572136,131.0,965.0,0.13088970282631746,baja_fd,1041.756,790.521,758.546,27.0,50.984,3.1,0.15
2021-01-01 12:00:00,2021,1,1,12,1079.469980458547,143.0,968.0,0.13247241941758783,baja_fd,1101.253,773.85,742.466,29.0,67.841,1.0,0.15
2021-01-01 13:00:00,2021,1,1,13,1085.9125323021483,144.0,959.0,0.1326073654336765,baja_fd,1080.577,816.854,783.946,30.0,51.335,4.1,0.15
2021-01-01 14:00:00,2021,1,1,14,1022.8477491049314,167.0,906.0,0.1632696558663179,baja_fd,990.468,766.418,735.297,29.5,46.634,5.1,0.15
2021-01-01 15:00:00,2021,1,1,15,887.3368393275847,144.0,867.0,0.16228335578755168,baja_fd,818.77,652.239,625.164,29.0,41.479,6.2,0.15
2021-01-01 16:00:00,2021,1,1,16,691.0013401853863,155.0,738.0,0.22431215539815827,baja_fd,596.999,487.669,466.425,27.9,37.018,6.2,0.15
2021-01-01 17:00:00,2021,1,1,17,443.90022896378775,143.0,537.0,0.32214446100604643,mixto,345.042,279.907,266.025,26.0,30.721,7.2,0.15
2021-01-01 18:00:00,2021,1,1,18,181.89100597241912,117.0,175.0,0.6432423603052764,mixto,132.73,101.384,93.828,24.0,26.261,5.1,0.15
2021-01-01 19:00:00,2021,1,1,19,18.0,18.0,0.0,1.0,alta_fd,17.034,10.79,6.444,22.5,23.073,1.0,0.15
2021-01-01 20:00:00,2021,1,1,20,0.0,0.0,0.0,,,0.0,0.0,0.0,19.0,19.0,3.6,0.15
2021-01-01 21:00:00,2021,1,1,21,0.0,0.0,0.0,,,0.0,0.0,0.0,17.0,17.0,3.6,0.15
2021-01-01 22:00:00,2021,1,1,22,0.0,0.0,0.0,,,0.0,0.0,0.0,16.0,16.0,4.1,0.15
2021-01-01 23:00:00,2021,1,1,23,0.0,0.0,0.0,,,0.0,0.0,0.0,15.0,15.0,2.1,0.15
2021-01-02 00:00:00,2021,1,2,0,0.0,0.0,0.0,,,0.0,0.0,0.0,13.6,13.6,1.5,0.15
2021-01-02 01:00:00,2021,1,2,1,0.0,0.0,0.0,,,0.0,0.0,0.0,13.6,13.6,1.5,0.15
2021-01-02 02:00:00,2021,1,2,2,0.0,0.0,0.0,,,0.0,0.0,0.0,12.0,12.0,1.5,0.15
2021-01-02 03:00:00,2021,1,2,3,0.0,0.0,0.0,,,0.0,0.0,0.0,12.0,12.0,1.5,0.15
2021-01-02 04:00:00,2021,1,2,4,0.0,0.0,0.0,,,0.0,0.0,0.0,12.1,12.1,0.0,0.15
2021-01-02 05:00:00,2021,1,2,5,2.0,2.0,0.0,,,1.94,1.004,0.0,10.0,10.062,1.0,0.15
2021-01-02 06:00:00,2021,1,2,6,62.31409875580103,60.0,41.0,0.9628639617356963,alta_fd,53.92,43.489,37.985,11.0,13.168,0.5,0.15
2021-01-02 07:00:00,2021,1,2,7,233.01415651547518,155.0,304.0,0.6651956358269845,mixto,221.742,176.568,166.348,16.1,24.97,0.5,0.15
2021-01-02 08:00:00,2021,1,2,8,445.6139227708157,171.0,605.0,0.3837402542019479,mixto,458.473,373.645,356.441,20.0,36.232,1.0,0.15
2021-01-02 09:00:00,2021,1,2,9,662.4341793012088,159.0,793.0,0.24002384684879416,baja_fd,700.87,548.459,525.061,22.0,46.802,1.0,0.15
2021-01-02 10:00:00,2021,1,2,10,855.7094072050768,178.0,861.0,0.20801454150350487,baja_fd,902.814,672.594,644.798,24.6,56.484,1.0,0.15
2021-01-02 11:00:00,2021,1,2,11,993.3244640804757,147.0,940.0,0.14798789853230734,baja_fd,1033.429,765.854,734.754,28.0,56.509,2.1,0.15
2021-01-02 12:00:00,2021,1,2,12,1072.6013108075529,158.0,946.0,0.14730543251065306,baja_fd,1094.039,818.384,785.422,28.4,53.571,3.1,0.15
2021-01-02 13:00:00,2021,1,2,13,1081.0591533188338,158.0,940.0,0.14615296444689693,baja_fd,1076.079,839.767,806.047,28.8,43.55,7.2,0.15
2021-01-02 14:00:00,2021,1,2,14,1019.6208518653269,140.0,931.0,0.13730594048158148,baja_fd,982.467,769.282,738.06,29.0,43.953,6.2,0.15
2021-01-02 15:00:00,2021,1,2,15,884.8850215162579,148.0,859.0,0.16725336784026557,baja_fd,817.758,657.216,629.964,28.0,39.234,7.2,0.15
2021-01-02 16:00:00,2021,1,2,16,691.1426832859013,143.0,754.0,0.20690373125290826,baja_fd,596.081,491.593,470.211,26.9,34.722,7.7,0.15
2021-01-02 17:00:00,2021,1,2,17,445.3317483976575,144.0,537.0,0.32335444422753273,mixto,346.944,282.463,268.491,25.0,29.994,6.7,0.15
2021-01-02 18:00:00,2021,1,2,18,185.6666285991781,108.0,209.0,0.5816877314724833,mixto,130.197,98.454,91.002,23.0,24.593,8.2,0.15
2021-01-02 19:00:00,2021,1,2,19,18.0,18.0,0.0,1.0,alta_fd,17.034,10.876,6.527,22.5,22.75,6.1,0.15
2021-01-02 20:00:00,2021,1,2,20,0.0,0.0,0.0,,,0.0,0.0,0.0,22.0,22.0,4.1,0.15
2021-01-02 21:00:00,2021,1,2,21,0.0,0.0,0.0,,,0.0,0.0,0.0,19.0,19.0,4.1,0.15
2021-01-02 22:00:00,2021,1,2,22,0.0,0.0,0.0,,,0.0,0.0,0.0,18.0,18.0,3.1,0.15
2021-01-02 23:00:00,2021,1,2,23,0.0,0.0,0.0,,,0.0,0.0,0.0,13.0,13.0,4.6,0.15
2021-01-03 00:00:00,2021,1,3,0,0.0,0.0,0.0,,,0.0,0.0,0.0,17.0,17.0,2.1,0.15
2021-01-03 01:00:00,2021,1,3,1,0.0,0.0,0.0,,,0.0,0.0,0.0,14.5,14.5,2.1,0.15
2021-01-03 02:00:00,2021,1,3,2,0.0,0.0,0.0,,,0.0,0.0,0.0,14.0,14.0,1.0,0.15
2021-01-03 03:00:00,2021,1,3,3,0.0,0.0,0.0,,,0.0,0.0,0.0,14.0,14.0,1.0,0.15
2021-01-03 04:00:00,2021,1,3,4,0.0,0.0,0.0,,,0.0,0.0,0.0,13.2,13.2,0.0,0.15
2021-01-03 05:00:00,2021,1,3,5,2.0,2.0,0.0,,,1.94,0.993,0.0,12.0,12.083,0.0,0.15
2021-01-03 06:00:00,2021,1,3,6,61.104420787316,59.0,39.0,0.9655602530847844,alta_fd,52.873,42.222,36.762,13.0,15.486,0.0,0.15
2021-01-03 07:00:00,2021,1,3,7,230.0218079643966,154.0,299.0,0.6695017370867572,mixto,218.897,173.63,163.514,17.0,25.756,0.5,0.15
2021-01-03 08:00:00,2021,1,3,8,442.9837023465798,176.0,591.0,0.3973058129851961,mixto,455.437,367.624,350.634,20.0,38.466,0.5,0.15
2021-01-03 09:00:00,2021,1,3,9,658.6327680507513,163.0,783.0,0.24748237243404195,baja_fd,697.006,543.431,520.211,23.0,47.664,1.0,0.15
2021-01-03 10:00:00,2021,1,3,10,846.2871061736885,162.0,871.0,0.19142439819560692,baja_fd,894.772,664.902,637.378,25.6,57.204,1.0,0.15
2021-01-03 11:00:00,2021,1,3,11,972.0652301173335,187.0,873.0,0.19237392122072722,baja_fd,1015.446,764.967,733.898,27.0,52.477,2.6,0.15
2021-01-03 12:00:00,2021,1,3,12,1013.8066635829343,323.0,715.0,0.31860118068120885,mixto,1040.49,800.784,768.446,28.0,45.962,5.1,0.15
2021-01-03 13:00:00,2021,1,3,13,937.6522301814572,435.0,512.0,0.46392466844111013,mixto,943.322,734.996,704.989,27.4,42.54,5.7,0.15
2021-01-03 14:00:00,2021,1,3,14,800.0327326880933,423.0,399.0,0.5287283666241115,mixto,783.959,619.868,593.94,27.0,39.586,5.7,0.15
2021-01-03 15:00:00,2021,1,3,15,598.5829232597513,372.0,264.0,0.6214677792245886,mixto,572.372,460.646,440.36,27.0,35.695,6.2,0.15
2021-01-03 16:00:00,2021,1,3,16,365.2091619266107,307.0,80.0,0.8406141795032297,alta_fd,341.297,277.903,264.092,25.9,31.391,5.7,0.15
2021-01-03 17:00:00,2021,1,3,17,227.29441132932826,211.0,29.0,0.9283114299466027,alta_fd,209.064,171.81,161.758,24.0,27.623,5.1,0.15
2021-01-03 18:00:00,2021,1,3,18,94.0,94.0,0.0,1.0,alta_fd,87.256,70.844,64.37,23.0,25.018,3.1,0.15
2021-01-03 19:00:00,2021,1,3,19,11.0,11.0,0.0,1.0,alta_fd,10.394,6.52,2.326,22.0,22.274,2.1,0.15
2021-01-03 20:00:00,2021,1,3,20,0.0,0.0,0.0,,,0.0,0.0,0.0,20.0,20.0,4.6,0.15
2021-01-03 21:00:00,2021,1,3,21,0.0,0.0,0.0,,,0.0,0.0,0.0,18.0,18.0,3.6,0.15
2021-01-03 22:00:00,2021,1,3,22,0.0,0.0,0.0,,,0.0,0.0,0.0,16.4,16.4,2.6,0.15
2021-01-03 23:00:00,2021,1,3,23,0.0,0.0,0.0,,,0.0,0.0,0.0,15.0,15.0,2.6,0.15
2021-01-04 00:00:00,2021,1,4,0,0.0,0.0,0.0,,,0.0,0.0,0.0,15.0,15.0,2.6,0.15
2021-01-04 01:00:00,2021,1,4,1,0.0,0.0,0.0,,,0.0,0.0,0.0,13.7,13.7,3.6,0.15
2021-01-04 02:00:00,2021,1,4,2,0.0,0.0,0.0,,,0.0,0.0,0.0,14.0,14.0,4.1,0.15
2021-01-04 03:00:00,2021,1,4,3,0.0,0.0,0.0,,,0.0,0.0,0.0,12.0,12.0,1.5,0.15
2021-01-04 04:00:00,2021,1,4,4,0.0,0.0,0.0,,,0.0,0.0,0.0,11.6,11.6,0.5,0.15
2021-01-04 05:00:00,2021,1,4,5,2.0,2.0,0.0,,,1.94,0.998,0.0,11.0,11.083,0.0,0.15
2021-01-04 06:00:00,2021,1,4,6,58.4397798643041,57.0,28.0,0.9753630169783795,alta_fd,50.901,40.93,35.516,12.0,14.396,0.0,0.15
2021-01-04 07:00:00,2021,1,4,7,225.26190238004705,155.0,279.0,0.6880879472397166,mixto,214.025,171.91,161.855,14.4,22.966,0.5,0.15
2021-01-04 08:00:00,2021,1,4,8,428.41875494847244,196.0,517.0,0.4574963111117151,mixto,437.859,358.15,341.496,17.0,34.748,0.5,0.15
2021-01-04 09:00:00,2021,1,4,9,620.8763548790207,246.0,594.0,0.3962141545041343,mixto,647.039,517.978,495.661,20.0,40.299,1.5,0.15
2021-01-04 10:00:00,2021,1,4,10,758.219547825436,374.0,490.0,0.4932608254068722,mixto,784.085,620.821,594.859,22.4,40.43,3.1,0.15
2021-01-04 11:00:00,2021,1,4,11,943.1113612492411,309.0,706.0,0.3276389328940964,mixto,981.585,752.732,722.096,25.0,47.567,3.1,0.15
2021-01-04 12:00:00,2021,1,4,12,1051.0806468318347,242.0,838.0,0.23023923114694952,baja_fd,1083.257,827.789,794.494,25.0,48.003,3.6,0.15
2021-01-04 13:00:00,2021,1,4,13,1078.6800174485793,161.0,935.0,0.14925649626922366,baja_fd,1075.309,803.632,771.192,27.0,53.975,2.6,0.15
2021-01-04 14:00:00,2021,1,4,14,1018.9396341290097,141.0,929.0,0.13837914953669153,baja_fd,983.59,760.119,729.221,29.0,47.146,4.6,0.15
2021-01-04 15:00:00,2021,1,4,15,889.8735422116725,148.0,864.0,0.16631576620669491,baja_fd,824.043,658.711,631.407,28.0,40.559,6.2,0.15
2021-01-04 16:00:00,2021,1,4,16,693.0571124918017,144.0,754.0,0.2077750843393926,baja_fd,599.519,490.356,469.017,27.1,36.787,5.7,0.15
2021-01-04 17:00:00,2021,1,4,17,447.2120846778163,144.0,539.0,0.3219948765555866,mixto,349.611,284.059,270.03,26.0,30.786,7.2,0.15
2021-01-04 18:00:00,2021,1,4,18,184.01876356892592,118.0,177.0,0.6412389568947517,mixto,134.986,103.855,96.212,23.0,24.918,6.7,0.15
2021-01-04 19:00:00,2021,1,4,19,19.0,19.0,0.0,1.0,alta_fd,17.984,11.651,7.275,22.0,22.277,5.7,0.15
2021-01-04 20:00:00,2021,1,4,20,0.0,0.0,0.0,,,0.0,0.0,0.0,21.0,21.0,3.6,0.15
2021-01-04 21:00:00,2021,1,4,21,0.0,0.0,0.0,,,0.0,0.0,0.0,19.0,19.0,2.1,0.15
2021-01-04 22:00:00,2021,1,4,22,0.0,0.0,0.0,,,0.0,0.0,0.0,18.0,18.0,2.1,0.15
2021-01-04 23:00:00,2021,1,4,23,0.0,0.0,0.0,,,0.0,0.0,0.0,16.0,16.0,1.5,0.15
2021-01-05 00:00:00,2021,1,5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,14.0,14.0,0.0,0.15
2021-01-05 01:00:00,2021,1,5,1,0.0,0.0,0.0,,,0.0,0.0,0.0,14.1,14.1,0.5,0.15
2021-01-05 02:00:00,2021,1,5,2,0.0,0.0,0.0,,,0.0,0.0,0.0,13.5,13.5,0.5,0.15
2021-01-05 03:00:00,2021,1,5,3,0.0,0.0,0.0,,,0.0,0.0,0.0,13.0,13.0,0.5,0.15
2021-01-05 04:00:00,2021,1,5,4,0.0,0.0,0.0,,,0.0,0.0,0.0,13.0,13.0,2.6,0.15
2021-01-05 05:00:00,2021,1,5,5,2.0,2.0,0.0,,,1.94,0.987,0.0,13.0,13.071,0.5,0.15
2021-01-05 06:00:00,2021,1,5,6,58.660107048309726,57.0,34.0,0.9716995564474075,alta_fd,50.784,40.846,35.435,12.0,13.784,1.0,0.15
2021-01-05 07:00:00,2021,1,5,7,225.56436037714258,152.0,295.0,0.673865320504785,mixto,214.802,171.619,161.574,16.0,23.499,1.0,0.15
2021-01-05 08:00:00,2021,1,5,8,438.4970565726873,171.0,598.0,0.38996841013379585,mixto,452.035,369.87,352.801,19.0,35.001,1.0,0.15
2021-01-05 09:00:00,2021,1,5,9,661.2613521127389,190.0,749.0,0.28732966079591293,baja_fd,698.46,560.811,536.976,21.0,40.319,2.1,0.15
2021-01-05 10:00:00,2021,1,5,10,849.8035156649821,176.0,861.0,0.20710669790801906,baja_fd,898.833,699.549,670.797,23.6,46.179,2.6,0.15
2021-01-05 11:00:00,2021,1,5,11,991.8895323349905,137.0,953.0,0.138120219574745,baja_fd,1035.166,795.406,763.258,26.0,48.01,3.6,0.15
2021-01-05 12:00:00,2021,1,5,12,1073.1978564252029,147.0,960.0,0.1369738106723895,baja_fd,1098.004,832.801,799.328,27.0,50.333,3.6,0.15
2021-01-05 13:00:00,2021,1,5,13,1086.8925305731386,143.0,962.0,0.13156774563957435,baja_fd,1085.07,823.336,790.199,29.0,50.424,4.1,0.15
2021-01-05 14:00:00,2021,1,5,14,1025.8368382031,128.0,950.0,0.12477617807546308,baja_fd,990.913,761.407,730.464,29.0,48.582,4.1,0.15
2021-01-05 15:00:00,2021,1,5,15,890.5975607944365,145.0,868.0,0.16281203360882346,baja_fd,825.382,647.389,620.486,30.0,45.249,4.6,0.15
2021-01-05 16:00:00,2021,1,5,16,694.2471201362459,155.0,740.0,0.22326343963743236,baja_fd,603.045,487.746,466.5,29.0,39.47,5.1,0.15
2021-01-05 17:00:00,2021,1,5,17,447.40944286424923,145.0,537.0,0.3240879295522495,mixto,350.679,281.365,267.431,28.0,34.055,5.1,0.15
2021-01-05 18:00:00,2021,1,5,18,184.4931268933215,118.0,178.0,0.6395902220695221,mixto,135.494,102.115,94.533,27.0,29.838,3.6,0.15
2021-01-05 19:00:00,2021,1,5,19,19.0,19.0,0.0,1.0,alta_fd,17.983,11.471,7.101,25.6,25.997,3.1,0.15
2021-01-05 20:00:00,2021,1,5,20,0.0,0.0,0.0,,,0.0,0.0,0.0,23.0,23.0,1.5,0.15
2021-01-05 21:00:00,2021,1,5,21,0.0,0.0,0.0,,,0.0,0.0,0.0,20.0,20.0,2.6,0.15
2021-01-05 22:00:00,2021,1,5,22,0.0,0.0,0.0,,,0.0,0.0,0.0,19.2,19.2,2.6,0.15
2021-01-05 23:00:00,2021,1,5,23,0.0,0.0,0.0,,,0.0,0.0,0.0,18.0,18.0,0.5,0.15
2021-01-06 00:00:00,2021,1,6,0,0.0,0.0,0.0,,,0.0,0.0,0.0,17.0,17.0,2.1,0.15
2021-01-06 01:00:00,2021,1,6,1,0.0,0.0,0.0,,,0.0,0.0,0.0,15.5,15.5,1.5,0.15
2021-01-06 02:00:00,2021,1,6,2,0.0,0.0,0.0,,,0.0,0.0,0.0,14.0,14.0,0.5,0.15
2021-01-06 03:00:00,2021,1,6,3,0.0,0.0,0.0,,,0.0,0.0,0.0,13.0,13.0,1.5,0.15
2021-01-06 04:00:00,2021,1,6,4,0.0,0.0,0.0,,,0.0,0.0,0.0,14.0,14.0,0.5,0.15
2021-01-06 05:00:00,2021,1,6,5,2.0,2.0,0.0,,,1.94,0.976,0.0,15.0,15.055,1.5,0.15
2021-01-06 06:00:00,2021,1,6,6,52.13853735218867,52.0,3.0,0.9973428991447753,alta_fd,47.312,37.912,32.606,15.0,16.185,2.6,0.15
2021-01-06 07:00:00,2021,1,6,7,143.22176603315074,141.0,9.0,0.9844872319711762,alta_fd,133.329,111.882,103.954,16.9,20.259,2.6,0.15
2021-01-06 08:00:00,2021,1,6,8,328.318009035656,258.0,158.0,0.785823478760133,alta_fd,320.287,266.097,252.705,19.0,27.85,2.1,0.15
2021-01-06 09:00:00,2021,1,6,9,545.7348009649548,340.0,328.0,0.6230132280346065,mixto,553.712,451.634,431.667,20.0,33.901,2.6,0.15
2021-01-06 10:00:00,2021,1,6,10,752.5669834776567,348.0,518.0,0.4624173098743601,mixto,781.839,620.243,594.302,22.2,40.183,3.1,0.15
2021-01-06 11:00:00,2021,1,6,11,872.6418251818798,379.0,551.0,0.4343133563658918,mixto,904.792,715.579,686.259,24.0,39.617,5.1,0.15
2021-01-06 12:00:00,2021,1,6,12,935.6289851829999,416.0,539.0,0.4446206846815829,mixto,959.867,743.738,713.421,25.0,43.907,4.1,0.15
2021-01-06 13:00:00,2021,1,6,13,939.5994015210557,407.0,543.0,0.43316332400929,mixto,948.033,720.284,690.798,27.1,48.869,3.1,0.15
2021-01-06 14:00:00,2021,1,6,14,801.4027503865084,464.0,357.0,0.578984786084422,mixto,788.073,612.012,586.363,27.0,43.708,3.6,0.15
2021-01-06 15:00:00,2021,1,6,15,598.1281866266135,373.0,262.0,0.6236121425804806,mixto,573.324,465.837,445.367,25.0,33.257,6.7,0.15
2021-01-06 16:00:00,2021,1,6,16,363.8754891316716,307.0,78.0,0.8436951901668466,alta_fd,340.735,278.394,264.565,24.2,30.481,4.6,0.15
2021-01-06 17:00:00,2021,1,6,17,228.34661633012033,212.0,29.0,0.9284131440490099,alta_fd,210.278,174.233,164.096,22.0,25.644,5.1,0.15
2021-01-06 18:00:00,2021,1,6,18,95.0,95.0,0.0,1.0,alta_fd,88.224,72.49,65.958,21.0,22.349,6.2,0.15
2021-01-06 19:00:00,2021,1,6,19,11.0,11.0,0.0,1.0,alta_fd,10.394,6.686,2.485,19.2,19.373,5.1,0.15
2021-01-06 20:00:00,2021,1,6,20,0.0,0.0,0.0,,,0.0,0.0,0.0,17.0,17.0,1.5,0.15
2021-01-06 21:00:00,2021,1,6,21,0.0,0.0,0.0,,,0.0,0.0,0.0,16.0,16.0,2.1,0.15
2021-01-06 22:00:00,2021,1,6,22,0.0,0.0,0.0,,,0.0,0.0,0.0,14.8,14.8,2.1,0.15
2021-01-06 23:00:00,2021,1,6,23,0.0,0.0,0.0,,,0.0,0.0,0.0,14.0,14.0,2.6,0.15
2021-01-07 00:00:00,2021,1,7,0,0.0,0.0,0.0,,,0.0,0.0,0.0,12.0,12.0,3.1,0.15
2021-01-07 01:00:00,2021,1,7,1,0.0,0.0,0.0,,,0.0,0.0,0.0,11.9,11.9,2.6,0.15
2021-01-07 02:00:00,2021,1,7,2,0.0,0.0,0.0,,,0.0,0.0,0.0,12.0,12.0,1.5,0.15
2021-01-07 03:00:00,2021,1,7,3,0.0,0.0,0.0,,,0.0,0.0,0.0,11.0,11.0,2.1,0.15
2021-01-07 04:00:00,2021,1,7,4,0.0,0.0,0.0,,,0.0,0.0,0.0,10.2,10.2,1.5,0.15
2021-01-07 05:00:00,2021,1,7,5,1.0,1.0,0.0,,,0.97,0.0,0.0,10.0,10.031,1.0,0.15
2021-01-07 06:00:00,2021,1,7,6,55.21743492122807,54.0,28.0,0.9779519834095004,alta_fd,47.989,38.937,33.594,10.0,11.496,1.5,0.15
2021-01-07 07:00:00,2021,1,7,7,220.1178107247909,150.0,287.0,0.6814532613516774,mixto,209.763,169.343,159.379,13.2,20.522,1.0,0.15
2021-01-07 08:00:00,2021,1,7,8,432.12188624019285,174.0,583.0,0.40266416846862263,mixto,445.797,365.831,348.905,16.0,34.071,0.5,0.15
2021-01-07 09:00:00,2021,1,7,9,647.3295137656627,164.0,773.0,0.25334855975587267,baja_fd,687.412,568.965,544.84,19.3,32.917,4.1,0.15
2021-01-07 10:00:00,2021,1,7,10,840.7778259676037,158.0,876.0,0.1879212261790643,baja_fd,892.369,658.789,631.482,22.7,58.803,0.5,0.15
2021-01-07 11:00:00,2021,1,7,11,983.0963091445328,151.0,930.0,0.15359634513468637,baja_fd,1026.693,776.549,745.069,26.0,51.768,2.6,0.15
2021-01-07 12:00:00,2021,1,7,12,1067.4334432456856,160.0,942.0,0.14989224950035002,baja_fd,1093.176,825.917,792.688,28.0,51.229,3.6,0.15
2021-01-07 13:00:00,2021,1,7,13,1075.8089773464847,162.0,932.0,0.15058435411050194,baja_fd,1075.303,813.678,780.883,29.8,51.029,4.1,0.15
2021-01-07 14:00:00,2021,1,7,14,1016.4181517058828,146.0,921.0,0.14364166928243474,baja_fd,984.138,761.312,730.372,29.4,46.861,4.9,0.15
2021-01-07 15:00:00,2021,1,7,15,889.221626143442,132.0,881.0,0.1484444328828175,baja_fd,822.184,653.074,625.97,29.0,42.258,5.7,0.15
2021-01-07 16:00:00,2021,1,7,16,691.7206596705721,146.0,748.0,0.21106786093324384,baja_fd,601.423,491.591,470.208,28.2,36.91,6.7,0.15
2021-01-07 17:00:00,2021,1,7,17,447.81244442927886,146.0,535.0,0.32602934959985724,mixto,352.604,284.817,270.762,27.0,32.667,5.7,0.15
2021-01-07 18:00:00,2021,1,7,18,188.7583945030696,109.0,213.0,0.5774577617432926,mixto,133.697,99.818,92.318,26.0,28.268,5.1,0.15
2021-01-07 19:00:00,2021,1,7,19,19.0,19.0,0.0,1.0,alta_fd,17.983,11.605,7.23,24.2,24.519,4.6,0.15
2021-01-07 20:00:00,2021,1,7,20,0.0,0.0,0.0,,,0.0,0.0,0.0,23.0,23.0,2.6,0.15
2021-01-07 21:00:00,2021,1,7,21,0.0,0.0,0.0,,,0.0,0.0,0.0,20.0,20.0,3.6,0.15
2021-01-07 22:00:00,2021,1,7,22,0.0,0.0,0.0,,,0.0,0.0,0.0,19.6,19.6,2.6,0.15
2021-01-07 23:00:00,2021,1,7,23,0.0,0.0,0.0,,,0.0,0.0,0.0,18.0,18.0,3.1,0.15
2021-01-08 00:00:00,2021,1,8,0,0.0,0.0,0.0,,,0.0,0.0,0.0,16.0,16.0,2.1,0.15
2021-01-08 01:00:00,2021,1,8,1,0.0,0.0,0.0,,,0.0,0.0,0.0,15.8,15.8,1.5,0.15
2021-01-08 02:00:00,2021,1,8,2,0.0,0.0,0.0,,,0.0,0.0,0.0,15.0,15.0,0.5,0.15
2021-01-08 03:00:00,2021,1,8,3,0.0,0.0,0.0,,,0.0,0.0,0.0,14.0,14.0,1.5,0.15
2021-01-08 04:00:00,2021,1,8,4,0.0,0.0,0.0,,,0.0,0.0,0.0,13.2,13.2,1.0,0.15
2021-01-08 05:00:00,2021,1,8,5,1.0,1.0,0.0,,,0.97,0.0,0.0,13.6,13.631,1.0,0.15
2021-01-08 06:00:00,2021,1,8,6,54.01826678870274,53.0,25.0,0.9811495842196163,alta_fd,46.974,37.482,32.19,14.0,15.291,2.1,0.15
2021-01-08 07:00:00,2021,1,8,7,217.40747481969967,149.0,283.0,0.6853490208814975,mixto,207.272,166.418,156.558,17.0,21.719,3.1,0.15
2021-01-08 08:00:00,2021,1,8,8,429.760094882344,173.0,583.0,0.40255017173561086,mixto,443.904,366.785,349.825,20.0,32.282,2.1,0.15
2021-01-08 09:00:00,2021,1,8,9,646.5206520602198,161.0,779.0,0.24902530102782197,baja_fd,687.584,548.974,525.558,23.0,42.025,2.1,0.15
2021-01-08 10:00:00,2021,1,8,10,838.0293016861704,159.0,873.0,0.18973083599831353,baja_fd,890.272,690.878,662.434,24.7,47.068,2.6,0.15
2021-01-08 11:00:00,2021,1,8,11,981.980824748174,151.0,930.0,0.1537708234157459,baja_fd,1026.526,798.752,766.485,26.0,44.931,4.6,0.15
2021-01-08 12:00:00,2021,1,8,12,1064.8447785291007,162.0,938.0,0.15213484938506722,baja_fd,1091.421,830.424,797.035,28.0,49.545,4.1,0.15
2021-01-08 13:00:00,2021,1,8,13,1077.358416860293,160.0,936.0,0.1485113936978209,baja_fd,1077.991,834.115,800.596,27.0,45.635,5.1,0.15
2021-01-08 14:00:00,2021,1,8,14,1018.9707399682474,142.0,928.0,0.13935630772324722,baja_fd,987.602,779.182,747.609,27.0,42.031,6.2,0.15
2021-01-08 15:00:00,2021,1,8,15,886.8910630849916,151.0,856.0,0.17025766329717715,baja_fd,825.516,664.073,636.579,27.0,38.928,6.7,0.15
2021-01-08 16:00:00,2021,1,8,16,690.7840533540963,147.0,745.0,0.2128016697638614,baja_fd,601.733,494.14,472.667,26.0,35.722,5.7,0.15
2021-01-08 17:00:00,2021,1,8,17,448.58366010343394,146.0,536.0,0.32546883220475636,mixto,353.859,289.413,275.195,24.0,29.688,5.7,0.15
2021-01-08 18:00:00,2021,1,8,18,188.8273599591113,109.0,213.0,0.5772468567245915,mixto,134.066,102.213,94.628,21.0,23.425,4.6,0.15
2021-01-08 19:00:00,2021,1,8,19,19.0,19.0,0.0,1.0,alta_fd,17.983,11.909,7.523,19.2,19.519,4.6,0.15
2021-01-08 20:00:00,2021,1,8,20,0.0,0.0,0.0,,,0.0,0.0,0.0,17.0,17.0,4.6,0.15
2021-01-08 21:00:00,2021,1,8,21,0.0,0.0,0.0,,,0.0,0.0,0.0,16.0,16.0,4.1,0.15
